id,t
113,อิน ฮิสาบุฮุม อิลลา อฺะลา ร็อบบี  ^  เลา ตัชอฺุรูน
114,วะมา อะนะ บิฏอริดิล มุอ์มินีน
115,อิน อะนะ อิลลา นะซีรุม มุบีน
116,กฺอลู ละอิล ลัม ตันตะฮิ ยานูฮุ ละตะกูนันนะ มินัล มัรญูมีน
117,กฺอละ ร็อบบิ อินนะ เกฺอ์ามี กัซซะบูน
118,ฟัฟตะห์ บัยนี วะบัยนะฮุม ฟัตเฮา วะนัจญ์ญินี วะมัม มะอฺิยะ มินัล มุอ์มินีน
119,ฟะอันญัยนาฮุ วะมัม มะอฺะฮู ฟิล ฟุลกิล มัชฮูน
120,ษุมมะ อัฆร็อกฺนา บะอฺ์ดุล บากฺีน
121,อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
122,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
123,กัซซะบัต อฺาดุนิล มุรสะลีน
124,อิซ กฺอละ ละฮุม อะคูฮุม ฮูดุน อะลา ตัตตะกฺูน
125,อินนี ละกุม เราะสูลุน อะมีน
126,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
127,วะมา อัสอะลุกุม อฺะลัยฮิ มิน อัจญ์ร์  ^  อิน อัจญ์ริยะ อิลลา อฺะลา ร็อบบิล อฺาละมีน
128,อะตับนูนะ บิกุลลิ รีอฺิน อายะตัน ตะอฺ์บะษูน
129,วะตัตตะคิซูนะ มะศอนิอฺะ ละอฺัลละกุม ตัคลุดูน
130,วะอิซา บะฏ็อชตุม บะฏ็อชตุม ญับบารีน
131,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
132,วัตตะกฺุล ละซี อะมัดดะกุม บิมา ตะอฺ์ละมูน
133,อะมัดดะกุม บิอันอฺามิว วะบะนีน
134,วะญันนาติว วะอฺุยูน
135,อินนี อะคอฟุ อฺะลัยกุม อฺะซาบะ เยามิน อฺะซฺีม
136,กฺอลู สะวาอุน อฺะลัยนา อะวะอฺัซฺตะ อัม ลัม ตะกุม มินัล วาอฺิซฺีน
137,อิน ฮาซา อิลลา คุลุกฺุล เอาวะลีน
138,วะมา นะห์นุ บิมุอฺัซซะบีน
139,ฟะกัซซะบูฮุ ฟะอะฮ์ลักนาฮุม  ^  อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
140,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
141,กัซซะบัต ษะมูดุล มุรสะลีน
142,อิซ กฺอละ ละฮุม อะคูฮุม ศอลิฮุน อะลา ตัตตะกฺูน
143,อินนี ละกุม เราะสูลุน อะมีน
144,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
145,วะมา อัสอะลุกุม อฺะลัยฮิ มิน อัจญ์ร์  ^  อิน อัจญ์ริยะ อิลลา อฺะลา ร็อบบิล อฺาละมีน
146,อะตุตเราะกูนะ ฟี มา ฮาฮุนา อามินีน
147,ฟี ญันนาติว วะอฺุยูน
148,วะซุรูอฺิว วะนัคลิน ฏ็อลอฺุฮา ฮะฎีม
149,วะตันฮิตูนะ มินัล ญิบาลิ บุยูตัน ฟาริฮีน
150,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
151,วะลา ตุฏีอฺู อัมร็อล มุสริฟีน
152,อัลละซีนะ ยุฟสิดูนะ ฟิล อัรฎิ วะลา ยุศลิฮูน
153,กฺอลู อินนะมา อันตะ มินัล มุสะห์ฮะรีน
154,มา อันตะ อิลลา บะชะรุม มิษลุนา ฟะอ์ติ บิอายะติน อิน กุนตะ มินัศ ศอดิกฺีน
155,กฺอละ ฮาซิฮี นาเกฺาะตุล ละฮา ชิรบู วะละกุม ชิรบุ เยามิม มะอฺ์ลูม
156,วะลา ตะมัสสูฮา บิสูอิน ฟะยะอ์คุซะกุม อฺะซาบุ เยามิน อฺะซฺีม
157,ฟะอฺะเกฺาะรูฮา ฟะอัศบะฮู นาดิมีน
158,ฟะอะเคาะซะฮุมุล อฺะซาบ  ^  อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
159,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
160,กัซซะบัต เกฺอ์ามุ ลูฏินิล มุรสะลีน
161,อิซ กฺอละ ละฮุม อะคูฮุม ลูฏุน อะลา ตัตตะกฺูน
162,อินนี ละกุม เราะสูลุน อะมีน
163,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
164,วะมา อัสอะลุกุม อฺะลัยฮิ มิน อัจญ์ร์  ^  อิน อัจญ์ริยะ อิลลา อฺะลา ร็อบบิล อฺาละมีน
165,อะตะอ์ตูนัซ ซุกรอนะ มินัล อฺาละมีน
166,วะตะซะรูนะ มา เคาะละเกฺาะ ละกุม ร็อบบุกุม มิน อัซวาญิกุม  ^  บัล อันตุม เกฺอ์ามุน อฺาดูน
167,กฺอลู ละอิล ลัม ตันตะฮิ ยาลูฏุ ละตะกูนันนะ มินัล มุคเราะญีน
168,กฺอละ อินนี ลิอฺะมะลิกุม มินัล กฺอลีน
169,ร็อบบิ นัจญ์ญินี วะอะฮ์ลี มิมมา ยะอฺ์มะลูน
170,ฟะนัจญ์ญัยนาฮุ วะอะฮ์ละฮู อัจญ์มะอฺีน
171,อิลลา อฺะญูซัน ฟิล ฆอบิรีน
172,ษุมมะ ดัมมัรนัล อาเคาะรีน
173,วะอัมฏ็อรนา อฺะลัยฮิม มะเฏาะรอ  ^  ฟะสาอะ มะเฏาะรุล มุนซะรีน
174,อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
175,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
176,กัซซะบะ อัศฮาบุล อัยกะติล มุรสะลีน
177,อิซ กฺอละ ละฮุม ชุอฺัยบุน อะลา ตัตตะกฺูน
178,อินนี ละกุม เราะสูลุน อะมีน
179,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
180,วะมา อัสอะลุกุม อฺะลัยฮิ มิน อัจญ์ร์  ^  อิน อัจญ์ริยะ อิลลา อฺะลา ร็อบบิล อฺาละมีน
181,เอาฟุล กัยละ วะลา ตะกูนู มินัล มุคสิรีน
182,วะซินู บิลกฺิสฏอสิล มุสตะกฺีม
